Id	Debate	Text	Type	Score
138	TRUMP_S	In this cause, I am proud to have at my side the next Vice President of the United States: Governor Mike Pence of Indiana.	0.565807	positive
139	TRUMP_S	And a great guy.	0.889788	positive
140	TRUMP_S	We will bring the same economic success to America that Mike brought to Indiana.	0.0	neutral
141	TRUMP_S	Which is amazing.	0.695125	positive
142	TRUMP_S	He's a man of character and accomplishment.	0.726613	positive
143	TRUMP_S	He's the man for the job.	0.0	neutral
144	TRUMP_S	The first task for our new Administration will be to liberate our citizens from the crime and terrorism and lawlessness that threatens our community.	-0.818895	negative
145	TRUMP_S	America was shocked to its core when our police officers in Dallas were so brutally executed.	-0.817255	negative
146	TRUMP_S	Immediately after Dallas, we have seen continued threats and violence against our law enforcement officials.	-0.816025	negative
147	TRUMP_S	Law officers have been shot or killed in recent days in Georgia, Missouri, Wisconsin, Kansas, Michigan and Tennessee.	-0.575498	negative
148	TRUMP_S	On Sunday, more police were gunned down in Baton Rouge, Louisiana.	-0.330247	negative
149	TRUMP_S	Three were killed, and three were very, very badly injured.	-0.418857	negative
150	TRUMP_S	An attack on law enforcement is an attack on all Americans.	-0.73889	negative
151	TRUMP_S	I have a message to every last person threatening the peace on our streets and the safety of our police: when I take the oath of office next year, I will restore law and order to our country.	-0.345834	negative
152	TRUMP_S	Believe me.	0.0	neutral
153	TRUMP_S	Believe me.	0.0	neutral
154	TRUMP_S	I will work with, and appoint, the best and brightest prosecutors and law enforcement officials to get the job properly done.	0.847824	positive
155	TRUMP_S	In this race for the White House, I am the Law And Order candidate.	0.0	neutral
156	TRUMP_S	The irresponsible rhetoric of our President, who has used the pulpit of the presidency to divide us by race and color, has made America a more dangerous environment that frankly that I have ever seen of anybody in this room has ever watched or seen.	-0.780111	negative
157	TRUMP_S	This Administration has failed America's inner cities.	-0.686029	negative
158	TRUMP_S	Remember, it has failed America's inner cities.	-0.73713	negative
159	TRUMP_S	It's failed them on education.	-0.572305	negative
160	TRUMP_S	It's failed them on jobs.	-0.834246	negative
161	TRUMP_S	It's failed them on crime.	-0.75858	negative
162	TRUMP_S	It's failed them in every way and at every single level.	-0.766825	negative
163	TRUMP_S	When I am President, I will work to ensure that all of our kids are treated equally, and protected equally.	0.858407	positive
164	TRUMP_S	Every action I take, I will ask myself: does this make better for young Americans in Baltimore, in Chicago, in Detroit, in Ferguson who have really, in every way folks, the same right to live out their dreams as any other child in America?	0.919257	positive
165	TRUMP_S	Any other child.	0.0	neutral
166	TRUMP_S	To make life safe for all of our citizens, we must also address the growing threats from outside the country.	0.0	neutral
167	TRUMP_S	We are going to defeat the barbarians of ISIS and we're going to defeat them fast.	-0.828823	negative
168	TRUMP_S	Once again, France is the victim of brutal Islamic terrorism.	-0.817372	negative
169	TRUMP_S	Men, women and children viciously mowed down.	-0.668352	negative
170	TRUMP_S	Lives ruined.	-0.879161	negative
171	TRUMP_S	Families ripped apart.	-0.831354	negative
172	TRUMP_S	A nation in mourning.	-0.729111	negative
173	TRUMP_S	The damage and devastation that can be inflicted by Islamic radicals has been proven over and over – at the World Trade Center, at an office party in San Bernardino, at the Boston Marathon, at a military recruiting center in Chattanooga, Tennessee.	-0.803649	negative
174	TRUMP_S	And many many other locations.	0.0	neutral
175	TRUMP_S	Only weeks ago, in Orlando, Florida, 49 wonderful Americans were savagely murdered by an Islamic terrorist.	-0.9347	negative
176	TRUMP_S	This time, the terrorist targeted LGBTQ community.	-0.60262	negative
177	TRUMP_S	No good, and we're going to stop it.	-0.901549	negative
178	TRUMP_S	As your President, I will do everything in my power to protect our LGBTQ citizens from the violence and oppression of a hateful foreign ideology.	-0.874531	negative
179	TRUMP_S	Believe me.	0.0	neutral
180	TRUMP_S	And I have to say as a Republican it is so nice to hear you cheering for what I just said.	0.876736	positive
181	TRUMP_S	Thank you.	0.873213	positive
182	TRUMP_S	To protect us from terrorism, we need to focus on three things.	-0.839925	negative
183	TRUMP_S	We must have the best, absolutely the best gathering of intelligence anywhere in the world.	0.883337	positive
184	TRUMP_S	The best.	0.702634	positive
185	TRUMP_S	We must abandon the failed policy of nation building and regime change that Hillary Clinton pushed in Iraq, in Libya, in Egypt and in Syria.	-0.674851	negative
186	TRUMP_S	Instead, we must work with all of our allies who share our goal of destroying ISIS and stamping out Islamic terrorism and doing it now, doing it quickly.	-0.858922	negative
187	TRUMP_S	We're going to win.	0.782374	positive
188	TRUMP_S	We're going to win fast.	0.809654	positive
189	TRUMP_S	This includes working with our greatest ally in the region, the State of Israel.	0.0	neutral
190	TRUMP_S	Recently, I have said NATO is obsolete because it did not properly cover terror.	-0.759612	negative
191	TRUMP_S	And also that many of the member countries were not paying their fair share.	0.0	neutral
192	TRUMP_S	As usual, the United States has been picking up the costs.	-0.556912	negative
193	TRUMP_S	Shortly thereafter, it was announced that NATO will be setting up a new program in order to combat terrorism.	-0.496873	negative
194	TRUMP_S	A true step in the right direction.	0.952183	positive
195	TRUMP_S	Lastly, and very importantly, we must immediately suspend immigration from any nation that has been compromised by terrorism until such time as proven vetting mechanisms have been put in place.	0.0	neutral
196	TRUMP_S	We don't want them in our country.	-0.604173	negative
197	TRUMP_S	My opponent has called for a radical 550% increase in Syrian, think of this.	-0.579588	negative
198	TRUMP_S	Think of this, this is not believable but this is what's happening.	-0.622878	negative
199	TRUMP_S	A 550 percent increase in Syrian refugees on top of existing massive refugee flows coming into our country already under the leadership of President Obama.	-0.43367	negative
200	TRUMP_S	She proposes this despite the fact that there's no way to screen these refugees in order to find out who they are or where they come from.	-0.795168	negative
201	TRUMP_S	I only want to admit individuals into our country who will support our values and love our people.	0.82914	positive
202	TRUMP_S	Anyone who endorses violence, hatred or oppression is not welcome in our country and never ever will be.	-0.922776	negative
203	TRUMP_S	Decades of record immigration have produced lower wages and higher unemployment for our citizens, especially for African-American and Latino workers.	0.0	neutral
204	TRUMP_S	We are going to have an immigration system that works, but one that works for the American people.	0.0	neutral
205	TRUMP_S	On Monday, we heard from three parents whose children were killed by illegal immigrants: Mary Ann Mendoza, Sabine Durden, and my friend Jamiel Shaw.	-0.508927	negative
206	TRUMP_S	They are just three brave representatives of many thousands who have suffered so greatly.	0.478127	positive
207	TRUMP_S	Of all my travels in this country, nothing has affected me more, nothing even close I have to tell you, than the time I have spent with the mothers and fathers who have lost their children to violence spilling across our borders which we can solve.	-0.887821	negative
208	TRUMP_S	We have to solve it.	-0.465279	negative
209	TRUMP_S	These families have no special interests to represent them.	0.0	neutral
210	TRUMP_S	There are no demonstrators to protect them and certainly none to protest on their behalf.	-0.770827	negative
211	TRUMP_S	My opponent will never meet with them, or share in their pain.	-0.884688	negative
212	TRUMP_S	Believe me.	0.0	neutral
213	TRUMP_S	Instead, my opponent wants Sanctuary Cities.	-0.60354	negative
214	TRUMP_S	But where was the sanctuary for Kate Steinle?	0.0	neutral
215	TRUMP_S	Where was the Sanctuary for the children of Mary Ann, and Sabine and Jamiel?	0.0	neutral
216	TRUMP_S	Where was sanctuary for all the other, it's so sad to even be talking about it, because we can solve this problem so quickly.	-0.93441	negative
217	TRUMP_S	Where was the sanctuary for all of the Americans who have been so brutally murdered, and who have suffered so horribly?	-0.807876	negative
218	TRUMP_S	These wounded American families have been alone.	0.0	neutral
219	TRUMP_S	But they are not alone any longer.	0.0	neutral
220	TRUMP_S	Tonight, this candidate and the whole nation stand in their corner to support them, to send them our love, and to pledge in their honor that we will save countless more families from suffering and the same awful fate.	0.9555	positive
221	TRUMP_S	<br>We are going to build a great border wall to stop illegal immigration, to stop the gangs and the violence, and to stop the drugs from pouring into our communities.	-0.665598	negative
222	TRUMP_S	I have been honored to receive the endorsement of America's Border Patrol Agents.	0.500105	positive
223	TRUMP_S	And will work directly with them to protect the integrity of our lawful, lawful, lawful immigration system.	0.518734	positive
224	TRUMP_S	Lawful.	0.544899	positive
225	TRUMP_S	By ending catch-and-release on the border, we will end the cycle of human smuggling and violence.	-0.796652	negative
226	TRUMP_S	Illegal border crossings will go down.	-0.851313	negative
227	TRUMP_S	We will stop it, it won't be happening very much anymore.	-0.871656	negative
228	TRUMP_S	Believe me.	0.0	neutral
229	TRUMP_S	Peace will be restored.	0.69154	positive
230	TRUMP_S	By enforcing the rules for millions who overstay their visas, our laws will finally receive the respect that they deserve.	-0.37666	negative
231	TRUMP_S	Tonight, I want every American whose demands for immigration security have been denied – and every politician who has denied them – to listen very, very closely to the words I am about to say.	-0.593182	negative
232	TRUMP_S	On January 20th of 2017, the day I take the oath of office, Americans will finally wake up in a country where the laws of the United States are enforced.	0.0	neutral
233	TRUMP_S	We are going to be considerate and compassionate to everyone.	0.951256	positive
234	TRUMP_S	But my greatest compassion will be for our own struggling citizens.	0.0	neutral
235	TRUMP_S	USA.	0.0	neutral
236	TRUMP_S	USA.	0.0	neutral
237	TRUMP_S	USA.	0.0	neutral
238	TRUMP_S	My plan is the exact opposite of the radical and dangerous immigration policy of Hillary Clinton.	-0.699548	negative
239	TRUMP_S	Americans want relief from uncontrolled immigration.	-0.852192	negative
240	TRUMP_S	Which is what we have now.	0.0	neutral
241	TRUMP_S	Communities want relief.	-0.495148	negative
242	TRUMP_S	Yet Hillary Clinton is proposing mass amnesty, mass immigration, and mass lawlessness.	0.0	neutral
243	TRUMP_S	Her plan will overwhelm your schools and hospitals, further reduce your jobs and wages, and make it harder for recent immigrants to escape the tremendous cycle poverty that they're going through right now and make it almost impossible for them to join the middle class.	-0.868773	negative
244	TRUMP_S	I have a different vision for our workers.	0.0	neutral
245	TRUMP_S	It begins with a new, fair trade policy that protects our jobs and stands up to countries that cheat.	0.0	neutral
246	TRUMP_S	Of which there are many.	0.0	neutral
247	TRUMP_S	It's been a signature message of my campaign from day one, and it will be a signature feature of my presidency from the moment I take the oath of office.	0.816218	positive
248	TRUMP_S	I have made billions of dollars in business making deals – now I'm going to make our country rich again.	-0.708247	negative
249	TRUMP_S	Using the greatest business people in the world, which our country has, I am going to turn our bad trade agreements into great trade agreements.	0.87859	positive
250	TRUMP_S	America has lost nearly-one third of its manufacturing jobs since 1997, following the enactment of disastrous trade deals supported by Bill and Hillary Clinton.	-0.612393	negative
251	TRUMP_S	Remember, it was Bill Clinton who signed NAFTA, one of the worst economic deals ever made by our country.	-0.867732	negative
252	TRUMP_S	Or frankly, any other country.	0.0	neutral
253	TRUMP_S	Never ever again.	-0.763238	negative
254	TRUMP_S	I am going to bring our jobs back to Ohio and Pennsylvania, and New York, and Michigan, and all of America – and I am not going to let companies move to other countries, firing their employees along the way, without consequence.	0.0	neutral
255	TRUMP_S	Not going to happen anymore.	-0.792435	negative
256	TRUMP_S	My opponent, on the other hand, has supported virtually every trade agreement that has been destroying our middle class.	-0.779447	negative
257	TRUMP_S	She supported NAFTA, and she supported China's entrance into the World Trade Organization – another one of her husband's colossal mistakes and disasters.	0.0	neutral
258	TRUMP_S	She supported the job-killing trade deal with South Korea.	0.0	neutral
259	TRUMP_S	She supported the Trans-Pacific Partnership.	0.0	neutral
260	TRUMP_S	Which will not only destroy our manufacturers, but will make America subject to the rulings of foreign governments.	0.0	neutral
261	TRUMP_S	And it's not going to happen.	-0.725211	negative
262	TRUMP_S	I pledge to never sign any trade agreement that hurts our workers or that diminishes our freedom or independence.	-0.830764	negative
263	TRUMP_S	We will never sign bad trade deals.	0.0	neutral
264	TRUMP_S	America First again.	0.0	neutral
265	TRUMP_S	America First.	0.0	neutral
266	TRUMP_S	Instead, I will make individual deals with individual countries.	0.0	neutral
267	TRUMP_S	No longer will we enter into these massive transactions, with many countries, that are thousands of pages long – and which no one from our country even reads or understands.	-0.824235	negative
268	TRUMP_S	We are going to enforce all trade violations, against any country that cheats.	-0.878138	negative
269	TRUMP_S	This includes stopping China's outrageous theft of intellectual property, along with their illegal product dumping, and their devastating currency manipulation.	-0.685647	negative
270	TRUMP_S	They are the greatest that ever came about.	0.479451	positive
271	TRUMP_S	They are the greatest currency manipulators ever.	0.0	neutral
272	TRUMP_S	Our horrible trade agreements with China and many others will be totally renegotiated.	-0.73667	negative
273	TRUMP_S	That includes renegotiating NAFTA to get a much better deal for America – and we'll walk away if we don't get that kind of a deal.	0.0	neutral
274	TRUMP_S	Our country is going to start building and making things again.	0.595706	positive
275	TRUMP_S	Next comes the reform of our tax laws, regulations and energy rules.	0.0	neutral
276	TRUMP_S	While Hillary Clinton plans a massive, and I mean massive, tax increase, I have proposed the largest tax reduction of any candidate who has run for the president this year – Democrat or Republican.	-0.480594	negative
277	TRUMP_S	Middle-income Americans and businesses will experience profound relief, and taxes will be greatly simplified for everyone.	0.0	neutral
278	TRUMP_S	I mean everyone.	0.0	neutral
279	TRUMP_S	America is one of the highest-taxed nations in the world.	0.0	neutral
280	TRUMP_S	Reducing taxes will cause new companies and new jobs to come roaring back into our country.	-0.445856	negative
281	TRUMP_S	Believe me, it'll happen and it'll happen fast.	-0.735292	negative
282	TRUMP_S	Then we are going to deal with the issue of regulation, one of the greatest job-killers of them all.	0.528472	positive
283	TRUMP_S	Excessive regulation is costing our country as much as $2 trillion a year, and we will end it very, very quickly.	-0.805188	negative
284	TRUMP_S	We are going to lift the restrictions on the production of American energy.	0.470945	positive
285	TRUMP_S	This will produce more than $20 trillion in job-creating economic activity over the next four decades.	-0.66785	negative
286	TRUMP_S	My opponent, on the other hand, wants to put the great miners and the great steelworkers of our country out of work and out of business – that will never happen with Donald J Trump as president.	0.0	neutral
287	TRUMP_S	Our steelworkers and our miners are going back to work again.	-0.688387	negative
288	TRUMP_S	With these new economic policies, trillions and trillions of dollars will start flowing into our country.	0.0	neutral
289	TRUMP_S	This new wealth will improve the quality of life for all Americans – We will build the roads, highways, bridges, tunnels, airports, and the railways of tomorrow.	0.948562	positive
290	TRUMP_S	This, in turn, will create millions of more jobs.	-0.683797	negative
291	TRUMP_S	We will rescue kids from failing schools by helping their parents send them to a safe school of their choice.	0.866157	positive
292	TRUMP_S	My opponent would rather protect bureaucrats than serve American children.	-0.616061	negative
293	TRUMP_S	And that's what she's doing.	0.0	neutral
294	TRUMP_S	And that's what's she's done.	0.0	neutral
295	TRUMP_S	We will repeal and replace disastrous Obamacare.	-0.911981	negative
296	TRUMP_S	You will be able to choose your own doctor again.	0.0	neutral
297	TRUMP_S	And we will fix TSA at the airports!	0.0	neutral
298	TRUMP_S	Which is a total disaster.	-0.607469	negative
299	TRUMP_S	We're going to work with all of our students who are drowning in debt to take the pressure off these young people just starting out in their adult lives.	-0.792589	negative
300	TRUMP_S	Tremendous problem.	-0.750055	negative
301	TRUMP_S	We will completely rebuild our depleted military, and the countries that we protect, at a massive cost to us, will be asked to pay their fair share.	0.0	neutral
302	TRUMP_S	We will take care of our great Veterans like they have never been taken care of before.	0.66113	positive
303	TRUMP_S	My just released 10 point plan has received tremendous veteran support.	0.0	neutral
304	TRUMP_S	We will guarantee those who serve this country will be able to visit the doctor or hospital of their choice without waiting five days on a line and dying.	0.796533	positive
305	TRUMP_S	My opponent dismissed the VA scandal.	-0.588821	negative
306	TRUMP_S	One more sign of how out of touch she really is.	0.0	neutral
307	TRUMP_S	We are going to ask every Department Head in government to provide a list of wasteful spending projects that we can eliminate in my first 100 days.	-0.800372	negative
308	TRUMP_S	The politicians have talked about this for years, but I'm going to do it.	-0.364721	negative
309	TRUMP_S	We are going to appoint justices of the United States Supreme Court who will uphold our laws and our Constitution.	0.0	neutral
310	TRUMP_S	The replacement of our beloved Justice Scalia will be a person of similar views and principles and judicial philosophies.	0.569585	positive
311	TRUMP_S	Very important.	0.638788	positive
312	TRUMP_S	This will be one of the most important issues decided by this election.	0.0	neutral
313	TRUMP_S	My opponent wants to essentially abolish the 2nd amendment.	-0.665134	negative
314	TRUMP_S	I, on the other hand, received the early and strong endorsement of the National Rifle Association and will protect the right of all Americans to keep their families safe.	0.836557	positive
315	TRUMP_S	At this moment, I would like to thank the evangelical and religious community because I'll tell you what.	0.901745	positive
316	TRUMP_S	Because the support they've given me, and I'm not sure I totally deserve it, has been so amazing.	0.805124	positive
317	TRUMP_S	And has had such a big reason for me being here tonight.	-0.506275	negative
318	TRUMP_S	True.	0.755465	positive
319	TRUMP_S	So true.	0.824894	positive
320	TRUMP_S	They have so much to contribute to our politics, yet our laws prevent you from speaking your minds from your own pulpits.	-0.327226	negative
321	TRUMP_S	An amendment, pushed by Lyndon Johnson, many years ago, threatens religious institutions with a loss of their tax-exempt status if they openly advocate their political views.	-0.667534	negative
322	TRUMP_S	Their voice has been taken away.	0.0	neutral
323	TRUMP_S	I am going to work very hard to repeal that language and to protect free speech for all Americans.	-0.665719	negative
324	TRUMP_S	We can accomplish these great things, and so much more – all we need to do is start believing in ourselves and in our country again.	0.876934	positive
325	TRUMP_S	Start believing.	0.0	neutral
326	TRUMP_S	It is time to show the whole world that America Is Back – bigger, and better and stronger than ever before.	0.886018	positive
327	TRUMP_S	In this journey, I'm so lucky to have at my side my wife Melania and my wonderful children, Don, Ivanka, Eric, Tiffany, and Barron: you will always be my greatest source of pride and joy.	0.987559	positive
328	TRUMP_S	And by the way, Melania and Ivanka, did they do a job.	0.535876	positive
329	TRUMP_S	My Dad, Fred Trump, was the smartest and hardest working man I ever knew.	0.895741	positive
330	TRUMP_S	I wonder sometimes what he'd say if he were here to see this, and to see me, tonight.	-0.715015	negative
331	TRUMP_S	It's because of him that I learned, from my youngest age, to respect the dignity of work and the dignity of working people.	0.913359	positive
332	TRUMP_S	He was a guy most comfortable in the company of bricklayers, and carpenters, and electricians and I have a lot of that in me also.	0.812361	positive
333	TRUMP_S	I love those people.	0.846475	positive
334	TRUMP_S	Then there's my mother, Mary.	0.0	neutral
335	TRUMP_S	She was strong, but also warm and fair-minded.	0.0	neutral
336	TRUMP_S	She was a truly great mother.	0.643055	positive
337	TRUMP_S	She was also one of the most honest and charitable people I have ever known, and a great great judge of character.	0.893243	positive
338	TRUMP_S	She could pick 'em out from anywhere.	-0.313494	negative
339	TRUMP_S	To my sisters Mary Anne and Elizabeth, my brother Robert and my late brother Fred, I will always give you my love you are most special to me.	0.908106	positive
340	TRUMP_S	I have had a truly great life in business.	0.729004	positive
341	TRUMP_S	But now, my sole and exclusive mission is to go to work for our country – to go to work for you.	0.724009	positive
342	TRUMP_S	It's time to deliver a victory for the American people.	0.0	neutral
343	TRUMP_S	We don't win anymore, but we are going to start winning again.	-0.456102	negative
344	TRUMP_S	But to do that, we must break free from the petty politics of the past.	-0.82343	negative
345	TRUMP_S	America is a nation of believers, dreamers, and strivers that is being led by a group of censors, critics, and cynics.	0.0	neutral
346	TRUMP_S	Remember: all of the people telling you you can't have the country you want, are the same people telling you that wouldn't stand, I mean they said Trump doesn't have a chance of being here tonight.	-0.848551	negative
347	TRUMP_S	Not a chance.	-0.454987	negative
348	TRUMP_S	The same people.	0.0	neutral
349	TRUMP_S	Oh we love defeating those people.	0.0	neutral
350	TRUMP_S	Don't we?	-0.744476	negative
351	TRUMP_S	Don't we?	-0.744476	negative
352	TRUMP_S	Love it.	0.826142	positive
353	TRUMP_S	Love it.	0.826142	positive
354	TRUMP_S	Love it.	0.826142	positive
355	TRUMP_S	No longer can we rely on those same people in the media media, and politics, who will say anything to keep a rigged system in place.	-0.789946	negative
356	TRUMP_S	Instead, we must choose to Believe In America.	0.0	neutral
357	TRUMP_S	History is watching us now.	0.530474	positive
358	TRUMP_S	We don't have much time, but history is watching.	-0.431017	negative
359	TRUMP_S	It's waiting to see if we will rise to the occasion, and if we will show the whole world that America is still free and independent and strong.	0.873629	positive
360	TRUMP_S	I am asking for your support tonight so I can be your champion in the White House.	0.836895	positive
361	TRUMP_S	And I will be your champion.	0.672629	positive
362	TRUMP_S	My opponent asks her supporters to recite a three-word loyalty pledge.	0.0	neutral
363	TRUMP_S	"It reads: ""I'm With Her""."	0.0	neutral
364	TRUMP_S	I choose to recite a different pledge.	0.0	neutral
365	TRUMP_S	"My pledge reads: ""I'M WITH YOU – THE AMERICAN PEOPLE."""	0.459992	positive
366	TRUMP_S	I am your voice.	0.484336	positive
367	TRUMP_S	So to every parent who dreams for their child, and every child who dreams for their future, I say these words to you tonight: I am With You, and I will fight for you, and I will win for you.	0.642393	positive
368	TRUMP_S	To all Americans tonight, in all of our cities and in all of our towns, I make this promise: We Will Make America Strong Again.	0.887017	positive
369	TRUMP_S	We Will Make America Proud Again.	0.863977	positive
370	TRUMP_S	We Will Make America Safe Again.	0.756798	positive
371	TRUMP_S	And We Will Make America Great Again.	0.842815	positive
372	TRUMP_S	God bless you, and goodnight.	0.789829	positive
373	TRUMP_S	I love you.	0.857957	positive
0	CLINTON_S	Thank you.	0.873213	positive
1	CLINTON_S	Thank you so much.	0.881112	positive
2	CLINTON_S	Thank you.	0.873213	positive
3	CLINTON_S	Thank you all so so much.	0.882602	positive
4	CLINTON_S	Thank you.	0.873213	positive
5	CLINTON_S	Thank you.	0.873213	positive
6	CLINTON_S	Thank you all very, very much.	0.838237	positive
7	CLINTON_S	Thank you for that amazing welcome.	0.98697	positive
8	CLINTON_S	Thank you all for the great convention that we've had.	0.927499	positive
9	CLINTON_S	And Chelsea, thank you.	0.907901	positive
10	CLINTON_S	I'm so proud to be your mother and so proud of the woman you've become.	0.976547	positive
11	CLINTON_S	Thank you for bringing Marc into our family, and Charlotte and Aidan into the world.	0.957353	positive
12	CLINTON_S	And Bill, that conversation we started in the law library 45 years ago, it is still going strong.	0.767041	positive
13	CLINTON_S	You know, that conversation has lasted through good times that filled us with joy, and hard times that tested us.	0.7651	positive
14	CLINTON_S	And I've even gotten a few words in along the way.	0.0	neutral
15	CLINTON_S	On Tuesday night, I was so happy to see that my explainer-in-chief is still on the job.	0.939985	positive
16	CLINTON_S	I'm also grateful to the rest of my family and to the friends of a lifetime.	0.942997	positive
17	CLINTON_S	For all of you whose hard work brought us here tonight, and to those of you who joined this campaign this week.	0.0	neutral
18	CLINTON_S	Thank you.	0.873213	positive
19	CLINTON_S	What a remarkable week it's been.	0.543493	positive
20	CLINTON_S	We heard the man from Hope, Bill Clinton.	-0.480628	negative
21	CLINTON_S	And the man of Hope, Barack Obama.	0.0	neutral
22	CLINTON_S	America is stronger because of President Obama's leadership, and I'm better because of his friendship.	0.84365	positive
23	CLINTON_S	We heard from our terrific vice president, the one and only Joe Biden.	0.0	neutral
24	CLINTON_S	He spoke from his big heart about our party's commitment to working people, as only he can do.	0.0	neutral
25	CLINTON_S	And first lady Michelle Obama reminded us that our children are watching, and the president we elect is going to be their president, too.	0.830086	positive
26	CLINTON_S	And for those of you out there who are just getting to know Tim Kaine — you will soon understand why the people of Virginia keep promoting him: from city council and mayor, to governor, and now senator.	0.0	neutral
27	CLINTON_S	And he will make the whole country proud as our vice president.	0.82849	positive
28	CLINTON_S	And ... I want to thank Bernie Sanders.	0.72745	positive
29	CLINTON_S	Bernie, Bernie, your campaign inspired millions of Americans, particularly the young people who threw their hearts and souls into our primary.	0.826058	positive
30	CLINTON_S	You've put economic and social justice issues front and center, where they belong.	0.0	neutral
31	CLINTON_S	And to all of your supporters here and around the country: I want you to know, I've heard you.	0.0	neutral
32	CLINTON_S	Your cause is our cause.	-0.543995	negative
33	CLINTON_S	Our country needs your ideas, energy and passion.	0.805501	positive
34	CLINTON_S	That is the only way we can turn our progressive platform into real change for America.	0.722688	positive
35	CLINTON_S	We wrote it together — now let's go out and make it happen together.	-0.408883	negative
36	CLINTON_S	My friends, we've come to Philadelphia — the birthplace of our nation — because what happened in this city 240 years ago still has something to teach us today.	0.893448	positive
37	CLINTON_S	We all know the story.	0.0	neutral
38	CLINTON_S	But we usually focus on how it turned out — and not enough on how close that story came to never being written at all.	-0.735933	negative
39	CLINTON_S	When representatives from 13 unruly colonies met just down the road from here, some wanted to stick with the king.	-0.644144	negative
40	CLINTON_S	And some wanted to stick it to the king.	-0.354426	negative
41	CLINTON_S	The revolution hung in the balance.	0.0	neutral
42	CLINTON_S	Then somehow, they began listening to each other, compromising, finding common purpose.	0.0	neutral
43	CLINTON_S	And by the time they left Philadelphia, they had begun to see themselves as one nation.	0.0	neutral
44	CLINTON_S	That's what made it possible to stand up to a king.	0.0	neutral
45	CLINTON_S	That took courage.	0.713277	positive
46	CLINTON_S	They had courage.	0.623723	positive
47	CLINTON_S	Our Founders embraced the enduring truth that we are stronger together.	0.691074	positive
48	CLINTON_S	Now, now America is once again at a moment of reckoning.	0.0	neutral
49	CLINTON_S	Powerful forces are threatening to pull us apart.	0.450865	positive
50	CLINTON_S	Bonds of trust and respect are fraying.	0.0	neutral
51	CLINTON_S	And just as with our founders, there are no guarantees.	-0.426469	negative
52	CLINTON_S	It truly is up to us.	0.896679	positive
53	CLINTON_S	We have to decide whether we all will work together so we can all rise together.	0.0	neutral
54	CLINTON_S	"Our country's motto is ""e pluribus unum"": out of many, we are one."	0.0	neutral
55	CLINTON_S	Will we stay true to that motto?	0.774323	positive
56	CLINTON_S	Well, we heard Donald Trump's answer last week at his convention.	0.0	neutral
57	CLINTON_S	He wants to divide us from the rest of the world, and from each other.	-0.599999	negative
58	CLINTON_S	He's betting that the perils of today's world will blind us to its unlimited promise.	-0.869102	negative
59	CLINTON_S	"He's taken the Republican Party a long way from ""Morning in America"" to ""Midnight in America."""	0.0	neutral
60	CLINTON_S	He wants us to fear the future and fear each other.	-0.794734	negative
61	CLINTON_S	"Well, you know, a great Democratic President Franklin Delano Roosevelt came up with the perfect rebuke to Trump more than 80 years ago, during a much more perilous time: ""The only thing we have to fear is fear itself."""	-0.68555	negative
62	CLINTON_S	Now we are clear-eyed about what our country is up against.	0.977068	positive
63	CLINTON_S	But we are not afraid.	0.0	neutral
64	CLINTON_S	We will rise to the challenge, just as we always have.	0.0	neutral
65	CLINTON_S	We will not build a wall.	-0.692588	negative
66	CLINTON_S	Instead, we will build an economy where everyone who wants a good job can get one.	0.0	neutral
67	CLINTON_S	And we'll build a path to citizenship for millions of immigrants who are already contributing to our economy!	0.0	neutral
68	CLINTON_S	We, we will not ban a religion.	0.0	neutral
69	CLINTON_S	We will work with all Americans and our allies to fight and defeat terrorism.	-0.788885	negative
70	CLINTON_S	There's a lot of work to do.	-0.466658	negative
71	CLINTON_S	Too many people haven't had a pay raise since the crash.	-0.654109	negative
72	CLINTON_S	There's too much inequality.	0.0	neutral
73	CLINTON_S	Too little social mobility.	-0.743301	negative
74	CLINTON_S	Too much paralysis in Washington.	-0.624626	negative
75	CLINTON_S	Too many threats at home and abroad.	-0.823865	negative
76	CLINTON_S	But just look for a minute at the strengths we bring as Americans to meet these challenges.	0.742812	positive
77	CLINTON_S	We have the most dynamic and diverse people in the world.	0.860908	positive
78	CLINTON_S	We have the most tolerant and generous young people we've ever had.	0.969032	positive
79	CLINTON_S	We have the most powerful military.	0.925279	positive
80	CLINTON_S	The most innovative entrepreneurs.	0.70073	positive
81	CLINTON_S	The most enduring values: freedom and equality, justice and opportunity.	0.937512	positive
82	CLINTON_S	We should be so proud that those words are associated with us.	0.928017	positive
83	CLINTON_S	I have to tell you, as your secretary of state, I went to 112 countries.	0.0	neutral
84	CLINTON_S	When people hear those words, they hear America.	0.0	neutral
85	CLINTON_S	So don't let anyone tell you that our country is weak.	-0.627261	negative
86	CLINTON_S	We're not.	-0.474527	negative
87	CLINTON_S	Don't let anyone tell you we don't have what it takes.	-0.701552	negative
88	CLINTON_S	We do.	0.0	neutral
89	CLINTON_S	"And most of all, don't believe anyone who says, ""I alone can fix it."""	-0.750157	negative
90	CLINTON_S	Yes, those were actually Donald Trump's words in Cleveland.	0.0	neutral
91	CLINTON_S	And they should set off alarm bells for all of us.	-0.572725	negative
92	CLINTON_S	Really?	-0.426867	negative
93	CLINTON_S	I alone can fix it?	-0.754217	negative
94	CLINTON_S	Isn't he forgetting?	-0.377777	negative
95	CLINTON_S	Troops on the front lines.	0.0	neutral
96	CLINTON_S	Police officers and firefighters who run toward danger.	-0.334247	negative
